recordIdentifier,title,date,senders,receivers,mentioned,genre
DE-611-HS-3530479,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 11.12.1933",1933-12-11,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3530570,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 21.01.1934",1934-01-21,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Wentzel, Gregor",Brief
DE-611-HS-3530897,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 30.01.1934",1934-01-30,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Waller, Ivar (1898-1991)",Brief
DE-611-HS-3530930,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 06.02.1934",1934-02-06,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3531012,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 10.02.1934",1934-02-10,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3531327,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 13.02.1934",1934-02-13,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Rosenfeld, Léon (1904-1974)",Brief
DE-611-HS-3531348,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 17.02.1934",1934-02-17,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3531377,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 17.04.1934",1934-04-17,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3531399,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 14.06.1934",1934-06-14,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3532131,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 16.07.1934",1934-07-16,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3532134,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 25.07.1934",1934-07-25,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3532561,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg an Universität Leipzig. Fachbereich Physik, 13.10.1934",1934-10-13,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976); Universität Leipzig. Fachbereich Physik",,Brief
DE-611-HS-3532826,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 24.10.1934",1934-10-24,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3533137,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 01.11.1934",1934-11-01,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Broglie, Louis de (1892-1987)",Brief
DE-611-HS-3533287,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 07.11.1934",1934-11-07,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Landé, Alfred (1888-1976); Stern, Otto (1888-1969)",Brief
DE-611-HS-3533416,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 30.11.1934",1934-11-30,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Klein, Oskar (1894-1977); Jordan, Pascual (1902-1980)",Brief
DE-611-HS-3533645,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 03.12.1934",1934-12-03,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3533681,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 16.12.1934",1934-12-16,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3533949,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 09.02.1935",1935-02-09,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Weisskopf, Victor Frederick (1908-2002); Oppenheimer, J. Robert (1904-1967)",Brief
DE-611-HS-3533952,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 15.06.1935",1935-06-15,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Weisskopf, Victor Frederick (1908-2002); Delbrück, Max (1906-1981); Fermi, Enrico (1901-1954)",Brief
DE-611-HS-3533998,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 09.06.1936",1936-06-09,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3534171,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 26.10.1936",1936-10-26,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3534198,"Brief von Wolfgang Pauli an Werner Heisenberg, 04.11.1936",1936-11-04,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3534200,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 09.11.1936",1936-11-09,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3534523,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 24.11.1936",1936-11-24,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Konopinski, Emil (1911-1990)",Brief
DE-611-HS-3534910,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 06.12.1936",1936-12-06,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Konopinski, Emil (1911-1990); Stark, Johannes (1874-1957)",Brief
DE-611-HS-3534955,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 13.12.1936",1936-12-13,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3535381,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 19.01.1937",1937-01-19,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3535831,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 30.01.1937",1937-01-30,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3536125,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 05.02.1937",1937-02-05,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Euler, Hans (1909-); Kockel, Bernhard (1909-1987)",Brief
DE-611-HS-3536354,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 02.05.1937",1937-05-02,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3536467,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 10.06.1937",1937-06-10,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3536776,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 14.06.1937",1937-06-14,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3536893,"Brief von Wolfgang Pauli an Werner Heisenberg, 22.02.1938",1938-02-22,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3536917,"Brief von Wolfgang Pauli an Werner Heisenberg, 10.03.1938",1938-03-10,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3537115,"Brief von Wolfgang Pauli an Werner Heisenberg, 15.03.1938",1938-03-15,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3537152,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 11.04.1938",1938-04-11,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3537201,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 21.04.1938",1938-04-21,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3537358,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 10.05.1938",1938-05-10,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3538561,"Brief von Wolfgang Pauli an Werner Heisenberg, 28.05.1938",1938-05-28,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3538838,"Brief von Wolfgang Pauli an Werner Heisenberg, 15.08.1938",1938-08-15,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)","Bothe, Walther (1891-1957)",Brief
DE-611-HS-3539129,"Brief von Wolfgang Pauli an Werner Heisenberg, 19.09.1938",1938-09-19,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3539241,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 27.04.1939",1939-04-27,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Williams, Robley C. (1908-1995)",Brief
DE-611-HS-3539708,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 11.05.1939",1939-05-11,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Mott, Nevill F. (1905-1996); Belinfante, F. J.; Kemmer, Nikolai (1911-1998); Majorana, Ettore",Brief
DE-611-HS-3539747,"Brief von Wolfgang Pauli an Werner Heisenberg, 10.06.1939",1939-06-10,"Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)","Majorana, Ettore; Kemmer, Nikolai (1911-1998); Broglie, Louis de (1892-1987); Langevin, Paul (1872-1946); Mott, Nevill F. (1905-1996); Eckart, Carl (1902-1973); Fermi, Enrico (1901-1954); Rabi, Isidor I. (1898-1988)",Brief
DE-611-HS-3539942,"Brief von Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Departement Physik an Werner Heisenberg, 07.08.1939",1939-08-07,"Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Departement Physik","Heisenberg, Werner (1901-1976)","Stahel, Ernst (1896-1986)",Brief
DE-611-HS-3881387,Gratulationsschreiben zur Verleihung des Nobelpreises (Ansetzungssachtitel von Bearbeiter/in),1933,Unbekannt,"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-4053745,"Brief von Werner Heisenberg an Georg Böse, 11.11.1195",1195-11-11,"Heisenberg, Werner (1901-1976)","Böse, Georg (1902-1974)",,Brief
DE-611-HS-3525627,"Brief von Max Planck an Werner Heisenberg, 26.04.1933",1933-04-26,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525640,"Brief von Max Planck an Werner Heisenberg, 19.11.1936",1936-11-19,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525688,"Brief von Max Planck an Werner Heisenberg, 18.06.1933",1933-06-18,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525725,"Brief von Max Planck an Werner Heisenberg, 14.01.1938",1938-01-14,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)","Laue, Max von (1879-1960)",Brief
DE-611-HS-3525741,"Brief von Max Planck an Werner Heisenberg, 05.04.1937",1937-04-05,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525775,"Brief von Max Planck an Werner Heisenberg, 25.08.1937",1937-08-25,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525787,"Brief von Max Planck an Werner Heisenberg, 15.11.1933",1933-11-15,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525806,"Brief von Max Planck von Preußische Akademie der Wissenschaften an Werner Heisenberg, 23.07.1934",1934-07-23,"Planck, Max (1858-1947); Preußische Akademie der Wissenschaften (1918-1946)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525822,"Brief von Max Planck an Werner Heisenberg, 08.11.1933",1933-11-08,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3525983,"Brief von Max Planck an Werner Heisenberg, 03.05.1938",1938-05-03,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3528677,"Brief von Max Planck an Werner Heisenberg, 06.03.1937",1937-03-06,"Planck, Max (1858-1947)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3528722,"Brief von Max Planck von Preußische Akademie der Wissenschaften an Werner Heisenberg, 27.06.1938",1938-06-27,"Planck, Max (1858-1947); Preußische Akademie der Wissenschaften (1918-1946)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650786,"Brief von Werner Heisenberg von Universität Leipzig . Institut für Theoretische Physik (Leipzig) an Léon Rosenfeld, 09.05.1932 [Jahreszahl laut hs. Vermerk]",1932-05-09,"Heisenberg, Werner (1901-1976); Universität Leipzig (Leipzig). Institut für Theoretische Physik","Rosenfeld, Léon (1904-1974)",,Brief
DE-611-HS-4054367,"Brief von Werner Heisenberg an Mauritius Renninger an Philipps-Universität Marburg. Kristallographisches Institut, 29.04.1937",1937-04-29,"Heisenberg, Werner (1901-1976)","Renninger, Mauritius (1905-1987); Philipps-Universität Marburg. Kristallographisches Institut",,Brief
DE-611-HS-3752501,"Brief von Unbekannt an Elisabeth Heisenberg, 27.10.1938 [mutmaßlich]",1938-10-27,Unbekannt,"Heisenberg, Elisabeth (1914-1998)",,Brief
DE-611-HS-3585383,"Brief von Patrick M. S. Blackett an Werner Heisenberg, 10.09.1938",1938-09-10,"Blackett, Patrick M. S. (1897-1974)","Heisenberg, Werner (1901-1976)","Ehmert, Alfred; Auger, Pierre (1899-1993); Street, Jabez Curry; Furry, Wendell Hinkle; Bothe, Walther (1891-1957); Nordheim, Lothar Wolfgang; Heitler, Walter (1904-1981)",Brief
DE-611-HS-3586786,"Brief von Louis de Broglie an Werner Heisenberg, 16.12.1931",1931-12-16,"Broglie, Louis de (1892-1987)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3587309,"Brief von Peter J. W. Debye von Université de Liège. Institut de Chimie Générale an Werner Heisenberg, 10.11.1934",1934-11-10,"Debye, Peter J. W. (1884-1966); Université de Liège. Institut de Chimie Générale","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3587314,"Brief von Peter J. W. Debye an Werner Heisenberg, 17.03.1935",1935-03-17,"Debye, Peter J. W. (1884-1966)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3587472,"Brief von Peter J. W. Debye von Kaiser-Wilhelm-Institut für Physikalische Forschung an Werner Heisenberg an Universität Leipzig . Institut für Theoretische Physik (Leipzig), 20.05.1935",1935-05-20,"Debye, Peter J. W. (1884-1966); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)","Heisenberg, Werner (1901-1976); Universität Leipzig (Leipzig). Institut für Theoretische Physik",,Brief
DE-611-HS-3592260,"Brief von Paul Jr. Ehrenfest an Werner Heisenberg und Hans Euler, 20.11.1938-21.11.1938",1938-11-20,"Ehrenfest, Paul Jr.","Heisenberg, Werner (1901-1976); Euler, Hans (1909-)",,Brief
DE-611-HS-3592301,"Brief von Arnold Eucken von Institut für Physikalische Chemie (Göttingen) an Werner Heisenberg, 14.07.1934",1934-07-14,"Eucken, Arnold (1884-1950); Institut für Physikalische Chemie (Göttingen)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3593123,"Brief von Enrico Fermi von Istituto di Fisica G. Marconi (Rom) an Werner Heisenberg, 30.01.1934",1934-01-30,"Fermi, Enrico (1901-1954); Istituto di Fisica G. Marconi (Rom)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3593127,"Brief von Enrico Fermi von Istituto di Fisica G. Marconi (Rom) an Werner Heisenberg, 08.02.1934",1934-02-08,"Fermi, Enrico (1901-1954); Istituto di Fisica G. Marconi (Rom)","Heisenberg, Werner (1901-1976)","Joliot-Curie, Frédéric (1900-1958)",Brief
DE-611-HS-3593505,"Brief von R. H. Fowler von Cavendish Laboratory an Werner Heisenberg an Universität Leipzig . Institut für Theoretische Physik (Leipzig), 30.11.1933",1933-11-30,"Fowler, R. H.; Cavendish Laboratory (1873-)","Heisenberg, Werner (1901-1976); Universität Leipzig (Leipzig). Institut für Theoretische Physik","Rutherford, Ernest (1871-1937); Weyl, Hermann (1885-1955)",Brief
DE-611-HS-3593515,"Brief von R. H. Fowler von Cavendish Laboratory an Werner Heisenberg, 17.07.1934",1934-07-17,"Fowler, R. H.; Cavendish Laboratory (1873-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3593601,"Brief von George Gamow an Werner Heisenberg, 15.02.1934",1934-02-15,"Gamow, George (1904-1968)","Heisenberg, Werner (1901-1976)","Cockcroft, John (1897-1967); Dirac, P. A. M. (1902-1984); Aston, Francis William (1877-1945); Bainbridge, Kenneth (1904-1996); Joliot-Curie, Frédéric (1900-1958); Pauli, Wolfgang (1900-1958)",Brief
DE-611-HS-3593664,"Brief von George Gamow an Werner Heisenberg, 28.02.1934",1934-02-28,"Gamow, George (1904-1968)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3593711,"Brief von Otto Hahn an Werner Heisenberg, 15.03.1937",1937-03-15,"Hahn, Otto (1879-1968)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3595003,"Brief von Max Born, Hedwig Martha Born und Werner Heisenberg an Anna Heisenberg, 11.12.1932",1932-12-11,"Born, Max (1882-1970); Born, Hedwig Martha (1891-1972); Heisenberg, Werner (1901-1976)","Heisenberg, Anna (1871-1945)",,Brief
DE-611-HS-3595455,"Brief von Mariane Maar an Werner Heisenberg, 31.03.1933",1933-03-31,"Maar, Mariane","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3595466,"Brief von Mariane Maar an Werner Heisenberg, 24.04.1933",1933-04-24,"Maar, Mariane","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3595471,"Brief von Mariane Maar an Werner Heisenberg, 05.06.1933",1933-06-05,"Maar, Mariane","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3597622,"Brief von Rudolf Ernst Peierls von Cavendish Laboratory an Wolfgang Pauli, 17.07.1933",1933-07-17,"Peierls, Rudolf Ernst (1907-1995); Cavendish Laboratory (1873-)","Pauli, Wolfgang (1900-1958)",,Brief
DE-611-HS-3597681,"Brief von Georg Placzek von Københavns Universitet. Institut for Teoretisk Fysik an Werner Heisenberg, 28.07.1934",1934-07-28,"Placzek, Georg; Københavns Universitet. Institut for Teoretisk Fysik (1921-1974)","Heisenberg, Werner (1901-1976)","Gamow, George (1904-1968)",Brief
DE-611-HS-3597756,"Brief von Georg Placzek an Werner Heisenberg, 15.04.1934",1934-04-15,"Placzek, Georg","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3597861,"Brief von Ernest Rutherford von Cavendish Laboratory an Werner Heisenberg, 26.03.1934",1934-03-26,"Rutherford, Ernest (1871-1937); Cavendish Laboratory (1873-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3597875,"Brief von Fritz Sauter von Technische Hochschule Berlin. Institut für Theoretische Physik an Werner Heisenberg, 11.10.1933",1933-10-11,"Sauter, Fritz (1906-1983); Technische Hochschule Berlin. Institut für Theoretische Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3599406,"Brief von Gleb Wataghin von Universidade de São Paulo an Werner Heisenberg, 1938",1938,"Wataghin, Gleb (1899-1986); Universidade de São Paulo (1934-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3600059,"Brief von Victor Frederick Weisskopf von Eidgenössische Technische Hochschule Zürich. Physikalisches Institut an Werner Heisenberg, 01.05.1934",1934-05-01,"Weisskopf, Victor Frederick (1908-2002); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut","Heisenberg, Werner (1901-1976)","Fermi, Enrico (1901-1954)",Brief
